qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
QALD2_tr-85,In which films did Julia Roberts as well as Richard Gere play?,0.67,QALD2_tr-85,What movies did Julia Roberts and Richard Kearney play,0.0465,QALD2_tr-85,What movies did Leah Roberts and Richard Gere star in,0.0945,QALD2_tr-85,In which movies did Julia Roberts and Richard Gere play,0.4487,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,0.5186,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,0.5186,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,0.5186,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,0.5186,QALD2_tr-85,What movie did Julia Roberts and Richard Gere play,0.4422,QALD2_tr-85,What films did Julia Roberts and Richard Gere star in,0.726,QALD2_tr-85,In what film did Julia Roberts and Richard Gere star,0.726
QALD2_tr-86,Give me all female German chancellors.,0.1164,QALD2_tr-86,To all the female German prime ministers,0.0055,QALD2_tr-86,Give me the German female prime minister,0.0013,QALD2_tr-86,Give me all the German counselors,0.0,QALD2_tr-86,Give me all the women of the Chancellor of Germany,0.0964,QALD2_tr-86,Give me all the German women chancellors,0.0643,QALD2_tr-86,Give me all the female chancellors,0.0013,QALD2_tr-86,Give me all the women chancellors of Germany,0.0964,QALD2_tr-86,Give me all the women German chancellor,0.0643,QALD2_tr-86,Give me all the girl German presidents,0.0,QALD2_tr-86,Give me all the German women a shashtra,0.0
QALD2_tr-87,Who wrote the book The pillars of the Earth?,0.4011,QALD2_tr-87,Who wrote  The Pillars of the Earth,0.4127,QALD2_tr-87,Who built the pillars of the earth,0.5833,QALD2_tr-87,Who wrote the book  The Mayor of the Earth,0.0004,QALD2_tr-87,Who wrote the Pillars of the Earth,0.4127,QALD2_tr-87,Who wrote the book The Pillars of the Earth,0.4011,QALD2_tr-87,Who wrote the book  The Pillars of the Earth,0.4011,QALD2_tr-87,Who wrote the book  The Pillars of the Earth,0.4011,QALD2_tr-87,Who wrote The Pillars of the Earth,0.4127,QALD2_tr-87,Who wrote the book The Pillars of the Earth,0.4011,QALD2_tr-87,Who wrote The Pillars of the Earth,0.4127
QALD2_tr-89,Give me all soccer clubs in the Premier League.,0.0005,QALD2_tr-89,Let me see all the football clubs in the Premier League,0.0008,QALD2_tr-89,Give me every football club in the Premier League,0.001,QALD2_tr-89,Give me every major league football club,0.0,QALD2_tr-89,Give me all the football clubs in the big leagues,0.0,QALD2_tr-89,Give me all the football clubs in the Premier League,0.0012,QALD2_tr-89,Give me all the football clubs in the Premier League,0.0012,QALD2_tr-89,Give me all the football clubs in the Premier League,0.0012,QALD2_tr-89,Give me all the football clubs in the Premier League,0.0012,QALD2_tr-89,Give me all the football clubs in the Premier League,0.0012,QALD2_tr-89,Give me every football club in the Major Leagues,0.0
QALD2_tr-91,Which organizations were founded in 1950?,0.0413,QALD2_tr-91,What organization was established in,0.0,QALD2_tr-91,What Organization Was Founded in,0.0,QALD2_tr-91,What organizations were founded in,0.0,QALD2_tr-91,What organizations were established in,0.0,QALD2_tr-91,What organizations were founded in,0.0,QALD2_tr-91,What organizations were founded in,0.0,QALD2_tr-91,What organizations were founded in,0.0,QALD2_tr-91,Which organization was founded in,0.0002,QALD2_tr-91,What organizations were established in,0.0,QALD2_tr-91,What organizations were formed in,0.0
QALD2_tr-92,What is the highest mountain?,0.1229,QALD2_tr-92,What is the highest mountain,0.1229,QALD2_tr-92,What is the highest mountain,0.1229,QALD2_tr-92,What s the highest mountain,0.0144,QALD2_tr-92,What is the tallest mountain,0.0167,QALD2_tr-92,What is the highest mountain,0.1229,QALD2_tr-92,What s the highest mountain,0.0144,QALD2_tr-92,What s the highest mountain,0.0144,QALD2_tr-92,What s the highest mountain,0.0144,QALD2_tr-92,What is the highest mountain,0.1229,QALD2_tr-92,What is the tallest mountain,0.0167
SemSearch_ES-1,44 magnum hunting,0.4687,SemSearch_ES-1,   prey,0.0,SemSearch_ES-1,   Magnum hunting,0.1935,SemSearch_ES-1,   big fish,0.0,SemSearch_ES-1,I m saying    hunting,0.0,SemSearch_ES-1,   hunting for maggots,0.0001,SemSearch_ES-1,   Hunt for Magnum,0.1935,SemSearch_ES-1,   hunting for maggots,0.0001,SemSearch_ES-1,   hunting magnum,0.1935,SemSearch_ES-1,   The Hunt for the Magnum,0.1935,SemSearch_ES-1,   magnum hunting,0.1935
SemSearch_ES-2,B. F. Skinner,0.7613,SemSearch_ES-2,B F  Skinner is the author,0.6511,SemSearch_ES-2,B F  Skinner,0.7613,SemSearch_ES-2,B F  Skinner,0.7613,SemSearch_ES-2,BF Skinner,0.2622,SemSearch_ES-2,B  F  Skinner,0.7613,SemSearch_ES-2,The Commission shall adopt implementing acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-2,B  F  Skinner,0.7613,SemSearch_ES-2,B  F  Skinner,0.7613,SemSearch_ES-2,The Bible is a book of scriptures,0.0,SemSearch_ES-2,B  F  Skinner,0.7613
SemSearch_ES-3,Bookwork,0.2667,SemSearch_ES-3,The work of books,0.0041,SemSearch_ES-3,Book work,0.0041,SemSearch_ES-3,Work in books,0.0041,SemSearch_ES-3,The book,0.0,SemSearch_ES-3,Books and other works,0.0,SemSearch_ES-3,Accounting,0.0,SemSearch_ES-3,The book work,0.0041,SemSearch_ES-3,The Book Work,0.0041,SemSearch_ES-3,The book page,0.0,SemSearch_ES-3,The work of the book,0.0041
SemSearch_ES-4,NAACP Image Awards,0.4856,SemSearch_ES-4,The NAACP Video Award,0.1237,SemSearch_ES-4,NAACP Image Award is awarded,0.294,SemSearch_ES-4,The NAACP photo awards,0.2713,SemSearch_ES-4,The NAACP Image Awards,0.4856,SemSearch_ES-4,The NAACP image award,0.4856,SemSearch_ES-4,The NAACP Image Awards are presented annually,0.2595,SemSearch_ES-4,The NAACP Image Awards,0.4856,SemSearch_ES-4,The NAACP Image Awards are presented annually,0.2595,SemSearch_ES-4,The NAACP Image Awards are presented annually,0.2595,SemSearch_ES-4,The NAACP Image Awards,0.4856
SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833,SemSearch_ES-5,Scott County,0.5833
SemSearch_ES-6,air wisconsin,0.1262,SemSearch_ES-6,The air in Wisconsin,0.1262,SemSearch_ES-6,Air Wisconsin,0.1262,SemSearch_ES-6,  I  m not,0.0,SemSearch_ES-6,The weather in Wisconsin,0.0015,SemSearch_ES-6,air wisconsin,0.1262,SemSearch_ES-6,Air of Wisconsin,0.1262,SemSearch_ES-6,Air Wisconsin,0.1262,SemSearch_ES-6,Wisconsin water,0.0045,SemSearch_ES-6,Air Wisconsin,0.1262,SemSearch_ES-6,Wisconsin air,0.1262
SemSearch_ES-7,airsoft glock,0.3706,SemSearch_ES-7,It s a soft ball of air,0.0002,SemSearch_ES-7,Air soft block,0.0002,SemSearch_ES-7,The air is blocked,0.0,SemSearch_ES-7,The air is soft,0.0013,SemSearch_ES-7,ice cream with airsoft,0.0161,SemSearch_ES-7,Air soft clock,0.0002,SemSearch_ES-7,The air glow,0.0,SemSearch_ES-7,airsoft glock,0.3706,SemSearch_ES-7,The Airsoft Clock,0.1878,SemSearch_ES-7,glass of air,0.0
SemSearch_ES-9,american embassy nairobi,0.2206,SemSearch_ES-9,The US Embassy in Nairobi,0.1721,SemSearch_ES-9,U S  Ambassador to Nairobi,0.0238,SemSearch_ES-9,The U S  Embassy in Nairobi,0.1458,SemSearch_ES-9,The U S  Embassy in Nairobi,0.1458,SemSearch_ES-9,U S  Embassy in Nairobi,0.1458,SemSearch_ES-9,The US Embassy in Nairobi,0.1721,SemSearch_ES-9,the U S  Embassy in Nairobi,0.1458,SemSearch_ES-9,Embassy of the United States of America in Nairobi,0.3062,SemSearch_ES-9,The U S  Embassy in Nairobi,0.1458,SemSearch_ES-9,U S  Embassy in Nairobi,0.1458
SemSearch_ES-10,asheville north carolina,0.3334,SemSearch_ES-10,North Carolina  USA,0.0103,SemSearch_ES-10,Ashville  North Carolina,0.076,SemSearch_ES-10,Asheville   North Carolina,0.3334,SemSearch_ES-10,Asheville  North Carolina,0.3334,SemSearch_ES-10,Asheville  North Carolina,0.3334,SemSearch_ES-10,The following is a list of the properties and districts in the United States,0.0,SemSearch_ES-10,Asheville  North Carolina,0.3334,SemSearch_ES-10,Asheville  North Carolina,0.3334,SemSearch_ES-10,Asheville  North Carolina,0.3334,SemSearch_ES-10,asheville north carolina,0.3334
SemSearch_ES-11,austin powers,0.9538,SemSearch_ES-11,The power of Austin,0.9538,SemSearch_ES-11,Austin Powers,0.9538,SemSearch_ES-11,The power of Austin,0.9538,SemSearch_ES-11,The powers of Austin,0.9538,SemSearch_ES-11,Vehicles of force,0.0,SemSearch_ES-11,Other  of a kind used for the manufacture of goods,0.0,SemSearch_ES-11,Austin Powers,0.9538,SemSearch_ES-11,Austin power,0.9538,SemSearch_ES-11,The Powers of Austin,0.9538,SemSearch_ES-11,Austin s power,0.8548
SemSearch_ES-12,austin texas,0.1964,SemSearch_ES-12,Austin  Texas  USA,0.0671,SemSearch_ES-12,Austin  Texas  is where we are,0.0347,SemSearch_ES-12,Austin   Texas,0.1964,SemSearch_ES-12,Austin  Texas  is where we are,0.0347,SemSearch_ES-12,Austin in Texas,0.1964,SemSearch_ES-12,The following is the list of the countries of the European Union,0.0,SemSearch_ES-12,Austin   Texas,0.1964,SemSearch_ES-12,Austin Texas,0.1964,SemSearch_ES-12,Austin  Texas,0.1964,SemSearch_ES-12,Austin Texas,0.1964
SemSearch_ES-13,banana paper making,0.5,SemSearch_ES-13,The manufacture of perfume paper,0.0024,SemSearch_ES-13,Manufacture of banana paper,1.0,SemSearch_ES-13,The banana paper industry,1.0,SemSearch_ES-13,Making banana paper,0.5,SemSearch_ES-13,Manufacture of banana paper,1.0,SemSearch_ES-13,Manufacture of banana paper,1.0,SemSearch_ES-13,banana paper,1.0,SemSearch_ES-13,banana paper manufacturing,1.0,SemSearch_ES-13,How to make onion paste,0.0,SemSearch_ES-13,Making banana paper,0.5
SemSearch_ES-14,ben franklin,0.7836,SemSearch_ES-14,This is the first time,0.0,SemSearch_ES-14,I m going to tell you something,0.0,SemSearch_ES-14,The Franklin Bank,0.0054,SemSearch_ES-14,I m going to the hospital,0.0,SemSearch_ES-14,the chairman,0.0,SemSearch_ES-14,I  m not going to lie,0.0,SemSearch_ES-14,I  m not going to lie,0.0,SemSearch_ES-14,Franklin is,0.0802,SemSearch_ES-14,the pentrun,,SemSearch_ES-14,Franklin,0.0802
SemSearch_ES-15,bradley center,0.5172,SemSearch_ES-15,The Bradley Center,0.5172,SemSearch_ES-15,Bradley Center,0.5172,SemSearch_ES-15,Bradley Center,0.5172,SemSearch_ES-15,The Bradley Center,0.5172,SemSearch_ES-15,Bradley Center,0.5172,SemSearch_ES-15,Bradley Center,0.5172,SemSearch_ES-15,Bradley Center,0.5172,SemSearch_ES-15,Bradley center,0.5172,SemSearch_ES-15,Bradley Center,0.5172,SemSearch_ES-15,Bradley center,0.5172
SemSearch_ES-16,brooklyn bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,Bridge of Brooklyn,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854,SemSearch_ES-16,The Brooklyn Bridge,0.4854
SemSearch_ES-17,butte montana,0.3701,SemSearch_ES-17,Montana  by the way,0.0071,SemSearch_ES-17,This is Bertha Montana,0.0016,SemSearch_ES-17,Boat Montana,0.0049,SemSearch_ES-17,The Montana boot,0.0033,SemSearch_ES-17,the Montana bush,0.0041,SemSearch_ES-17,Butt montana,0.3701,SemSearch_ES-17,The Montana Bot,0.0041,SemSearch_ES-17,butte montana,0.3701,SemSearch_ES-17,Montana,0.0911,SemSearch_ES-17,Butt montana,0.3701
SemSearch_ES-18,canasta cards,0.8242,SemSearch_ES-18,Kansas City,0.0,SemSearch_ES-18,The Carnesta card,0.003,SemSearch_ES-18,The canasta cards,0.8242,SemSearch_ES-18,The Constance cards,0.0002,SemSearch_ES-18,Canasta cards,0.8242,SemSearch_ES-18,Canasta cards,0.8242,SemSearch_ES-18,The card,0.003,SemSearch_ES-18,Canasta card,0.8242,SemSearch_ES-18,Canasta cards,0.8242,SemSearch_ES-18,canasta cards,0.8242
SemSearch_ES-19,carl lewis,0.3,SemSearch_ES-19,Carl Lewis is the author of this book,0.009,SemSearch_ES-19,Carl Lewis,0.3,SemSearch_ES-19,  What,0.0,SemSearch_ES-19,I m not going to tell you,0.0,SemSearch_ES-19,The President,0.0,SemSearch_ES-19,The Commission shall adopt delegated acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-19,Carl Lewis,0.3,SemSearch_ES-19,Carl Lewis,0.3,SemSearch_ES-19,The Bible is a book of Proverbs,0.0,SemSearch_ES-19,Carl Lewis,0.3
SemSearch_ES-20,carolina,0.1707,SemSearch_ES-20,Caroline  what is it,0.0,SemSearch_ES-20,I m not going to lie,0.0,SemSearch_ES-20,I  m not,0.0,SemSearch_ES-20,  What,0.0,SemSearch_ES-20,Caroline   please,0.0,SemSearch_ES-20,The Commission shall adopt implementing acts,0.0,SemSearch_ES-20,Caroline is,0.0,SemSearch_ES-20,Carolina is,0.1707,SemSearch_ES-20,The following is a list of articles related to the subject,0.0003,SemSearch_ES-20,carolina,0.1707
SemSearch_ES-21,charles darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin is the author of,0.6028,SemSearch_ES-21,Charles Darwin,0.8429,SemSearch_ES-21,Charles Darwin,0.8429
SemSearch_ES-22,city of charlotte,0.5703,SemSearch_ES-22,Charlotte  the city of Charlotte,0.6052,SemSearch_ES-22,Charlotte City,0.5703,SemSearch_ES-22,Charlotte city,0.5703,SemSearch_ES-22,The city of Charlotte,0.5703,SemSearch_ES-22,Charlotte City,0.5703,SemSearch_ES-22,City of Charlotte,0.5703,SemSearch_ES-22,The city of Charlotte,0.5703,SemSearch_ES-22,Charlotte city,0.5703,SemSearch_ES-22,Charlotte City,0.5703,SemSearch_ES-22,the city of Charlotte,0.5703
SemSearch_ES-23,city of virginia beach,0.3846,SemSearch_ES-23,Virginia Beach is a beach,0.3599,SemSearch_ES-23,Virginia Beach is a beautiful beach,0.2175,SemSearch_ES-23,Virginia Beach City,0.3846,SemSearch_ES-23,Virginia Beach City,0.3846,SemSearch_ES-23,Virginia Beach City,0.3846,SemSearch_ES-23,City of Virginia Beach,0.3846,SemSearch_ES-23,Virginia city beach,0.3846,SemSearch_ES-23,Virginia coast city,0.0482,SemSearch_ES-23,Virginia Beach,0.3355,SemSearch_ES-23,coastal city of Virginia,0.04
SemSearch_ES-24,coastal carolina,0.3872,SemSearch_ES-24,Carolina coast,0.0036,SemSearch_ES-24,I m from coast Carolina,0.0031,SemSearch_ES-24,The coast  Carolina,0.0036,SemSearch_ES-24,The coastal corolla,0.0003,SemSearch_ES-24,Coastal Caroline,0.0038,SemSearch_ES-24,Coastal Carolina,0.3872,SemSearch_ES-24,The Coastal Carolina,0.3872,SemSearch_ES-24,Carolina coast,0.0036,SemSearch_ES-24,Coastal Carolina,0.3872,SemSearch_ES-24,the coast of Carolina,0.0036
SemSearch_ES-25,david suchet,0.4674,SemSearch_ES-25,David is,0.0,SemSearch_ES-25,David Sasset  you know what,0.0,SemSearch_ES-25,I  m not going to lie,0.0,SemSearch_ES-25,David Susette is here,0.0,SemSearch_ES-25,David like that,0.0,SemSearch_ES-25,The Commission has also adopted a proposal for a regulation on the,0.0,SemSearch_ES-25,David Tasett is,0.0,SemSearch_ES-25,David Suchet is the,0.4674,SemSearch_ES-25,David Salzett is a writer,0.0001,SemSearch_ES-25,David Suchet,0.4674
SemSearch_ES-26,disney orlando,0.5263,SemSearch_ES-26,Disneyland is a great place to be,0.0022,SemSearch_ES-26,Disney is a long time,0.0122,SemSearch_ES-26,Disney orlando,0.5263,SemSearch_ES-26,Disney orlando,0.5263,SemSearch_ES-26,Disney orlando,0.5263,SemSearch_ES-26,Disney orlando,0.5263,SemSearch_ES-26,Disney orlando,0.5263,SemSearch_ES-26,Disney orlando,0.5263,SemSearch_ES-26,Disney orlando,0.5263,SemSearch_ES-26,Disney Orlando,0.5263
