qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
QALD2_tr-38,Which monarchs of the United Kingdom were married to a German?,0.0149,QALD2_tr-38,Which king of England married a German,0.0036,QALD2_tr-38,Which kings of England married Germans,0.0036,QALD2_tr-38,Which queen of the United Kingdom married a German,0.0147,QALD2_tr-38,Which kings of England married a German,0.0036,QALD2_tr-38,Which monarch of the United Kingdom married a German,0.0099,QALD2_tr-38,Which monarchs of the United Kingdom were married to a German,0.0149,QALD2_tr-38,Which British monarchs were married to a German,0.0222,QALD2_tr-38,Which kings in the United Kingdom marry a German,0.0085,QALD2_tr-38,What kings of Britain married a German,0.0071,QALD2_tr-38,Which English kings married Germans,0.0
QALD2_tr-40,What is the highest mountain in Australia?,0.1217,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is Australia s highest mountain,0.1084,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is the highest mountain in Australia,0.1217,QALD2_tr-40,What is Australia s tallest mountain,0.0039
QALD2_tr-41,Give me all soccer clubs in Spain.,0.0,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the Spanish football clubs,0.0001,QALD2_tr-41,Give me every football club in Spain,0.0,QALD2_tr-41,Give me all the Spanish football clubs,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me every football club in Spain,0.0
QALD2_tr-42,What are the official languages of the Philippines?,0.0587,QALD2_tr-42,What is the official language of the Philippines,0.0587,QALD2_tr-42,What is the official language of the Philippines,0.0587,QALD2_tr-42,What are the official languages of the Philippines,0.0587,QALD2_tr-42,What are the official languages of the Philippines,0.0587,QALD2_tr-42,What are the official languages of the Philippines,0.0587,QALD2_tr-42,What are the official languages of the Philippines,0.0587,QALD2_tr-42,What are the official languages spoken in the Philippines,0.2648,QALD2_tr-42,What is the official language in the Philippines,0.0587,QALD2_tr-42,What are the official languages of the Philippines,0.0587,QALD2_tr-42,What are the official languages of the Philippines,0.0587
QALD2_tr-43,Who is the mayor of New York City?,0.0973,QALD2_tr-43,Who is the mayor of New York City,0.0973,QALD2_tr-43,Who s the mayor of New York City,0.0131,QALD2_tr-43,Who s the mayor of New York City,0.0131,QALD2_tr-43,Who s the mayor of New York City,0.0131,QALD2_tr-43,Who is the mayor of New York,0.0739,QALD2_tr-43,Who is the mayor of New York City,0.0973,QALD2_tr-43,Who is the mayor of New York,0.0739,QALD2_tr-43,Who is the mayor of New York,0.0739,QALD2_tr-43,Who is the mayor of New York City,0.0973,QALD2_tr-43,Who is the mayor of New York,0.0739
QALD2_tr-44,Who designed the Brooklyn Bridge?,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who are they  Brooklyn Bridge,0.0714,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3138
QALD2_tr-45,Which telecommunications organizations are located in Belgium?,0.156,QALD2_tr-45,What telecommunications facilities do you have in Bledgonia,0.0,QALD2_tr-45,What is the telecommunications agency in Belgium,0.0801,QALD2_tr-45,Which telecommunications organisations are located in Belgium,0.1455,QALD2_tr-45,What telecommunications organizations are located in Belgium,0.1572,QALD2_tr-45,What are the telecommunications organisations in Belgium,0.132,QALD2_tr-45,What telecommunications companies are located in Belgium,0.4104,QALD2_tr-45,What telecommunications organisations are located in Belgium,0.1914,QALD2_tr-45,Which telecommunications company is located in Belgium,0.3958,QALD2_tr-45,What telecommunications companies are located in Belgium,0.4104,QALD2_tr-45,What are the telephone companies in Belgium,0.0991
QALD2_tr-47,What is the highest place of Karakoram?,0.4127,QALD2_tr-47,Where is the highest point in Kaohsiung,0.0003,QALD2_tr-47,What is the highest point in Caracalla,0.0,QALD2_tr-47,What s the highest place in Karakoram,0.4008,QALD2_tr-47,What s the highest point of my career,0.0001,QALD2_tr-47,What is the highest place in Karakoram,0.4127,QALD2_tr-47,What is the highest place in Karakoram,0.4127,QALD2_tr-47,What s the highest place in Karachoram,0.0001,QALD2_tr-47,What is the highest point in Karakoram,0.2992,QALD2_tr-47,What is the highest point in Karakoram,0.2992,QALD2_tr-47,What is the highest point in Karakoram,0.2992
QALD2_tr-49,Give me all companies in the advertising industry.,0.0129,QALD2_tr-49,Give me all the companies in the advertising industry,0.0129,QALD2_tr-49,Tell me about every company in the advertising industry,0.0017,QALD2_tr-49,Give me all the companies in the advertising business,0.009,QALD2_tr-49,Give me all the advertising companies,0.0017,QALD2_tr-49,Give me all the advertising companies,0.0017,QALD2_tr-49,Give me all the companies in the advertising business,0.009,QALD2_tr-49,Give me all the companies in the advertising industry,0.0129,QALD2_tr-49,Give me all the companies in the advertising industry,0.0129,QALD2_tr-49,Give me all the companies in the advertising industry,0.0129,QALD2_tr-49,Give me all the companies in the advertising industry,0.0129
QALD2_tr-50,What did Bruce Carver die from?,0.0238,QALD2_tr-50,What did Bruce Caffer die of,0.0,QALD2_tr-50,What disease did Bruce Carver die from,0.0122,QALD2_tr-50,What did Bruce Carver die of,0.0192,QALD2_tr-50,What did Bruce Carver die of,0.0192,QALD2_tr-50,What did Bruce Carver die of,0.0192,QALD2_tr-50,What killed Bruce Carver,0.0417,QALD2_tr-50,What did Bruce Carver die of,0.0192,QALD2_tr-50,Bruce Carver died of what,0.0455,QALD2_tr-50,What caused Bruce Carver s death,0.5,QALD2_tr-50,What caused Bruce Carver s death,0.5
QALD2_tr-51,Give me all school types.,0.0,QALD2_tr-51,To all my students at my school,0.0,QALD2_tr-51,Tell me all the types of schools,0.0,QALD2_tr-51,Give me all kinds of school,0.0,QALD2_tr-51,Give me all the kids at school,0.0,QALD2_tr-51,Give me all the school guys,0.0,QALD2_tr-51,Give me all the sculptures,0.0,QALD2_tr-51,Give me all the school types,0.0,QALD2_tr-51,Give me all kinds of schools,0.0,QALD2_tr-51,Give me all the school types,0.0,QALD2_tr-51,Give me all kinds of school,0.0
QALD2_tr-52,Which presidents were born in 1945?,0.0241,QALD2_tr-52,Which president was born in,0.0001,QALD2_tr-52,Who were the presidents born in,0.0,QALD2_tr-52,Which presidents were born in,0.0003,QALD2_tr-52,Which presidents were born in,0.0003,QALD2_tr-52,Which presidents were born in,0.0003,QALD2_tr-52,Which Presidents Were Born in,0.0003,QALD2_tr-52,Which presidents were born in,0.0003,QALD2_tr-52,Which president was born in,0.0001,QALD2_tr-52,What Presidents Were Born in,0.0,QALD2_tr-52,Which presidents were born in,0.0003
QALD2_tr-53,Give me all presidents of the United States.,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0,QALD2_tr-53,Give me all the presidents of the United States,0.0
QALD2_tr-54,Who was the wife of U.S. president Lincoln?,0.0755,QALD2_tr-54,Who was President Lincoln s wife,0.0674,QALD2_tr-54,Who was President Lincoln s wife,0.0674,QALD2_tr-54,Who was the wife of President Lincoln,0.0755,QALD2_tr-54,Who was the wife of President Lincoln,0.0755,QALD2_tr-54,Who was the wife of President Lincoln,0.0755,QALD2_tr-54,Who was the wife of President Lincoln,0.0755,QALD2_tr-54,Who was the wife of President Lincoln,0.0755,QALD2_tr-54,Who was the wife of President Lincoln of the United States,0.1591,QALD2_tr-54,Who was the wife of President Lincoln,0.0755,QALD2_tr-54,Who was the wife of U S  President Lincoln,0.0453
QALD2_tr-55,Who developed the video game World of Warcraft?,0.2721,QALD2_tr-55,Who invented the world s fighting game,0.0,QALD2_tr-55,Who invented the video game World of Warcraft,0.1266,QALD2_tr-55,Who developed the video game World of Warcraft,0.2721,QALD2_tr-55,Who made the video game World of Warcraft,0.1767,QALD2_tr-55,Who developed the video game World of Warcraft,0.2721,QALD2_tr-55,Who created the video game World of Warcraft,0.1204,QALD2_tr-55,Who designed the video game World of Warcraft,0.2139,QALD2_tr-55,Who invented the video game World of Warcraft,0.1266,QALD2_tr-55,Who created the World Warcraft video game,0.1204,QALD2_tr-55,Who invented the video game World of Warcraft,0.1266
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos!,0.3733,QALD2_tr-57,A list of all episodes from the first season of HBO s  Soprano,0.3712,QALD2_tr-57,List all the episodes from the first season of the HBO television series The Sopranos,0.374,QALD2_tr-57,Submit a list of all episodes from the first season of the HBO television series The Sopranos,0.3373,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,0.3733,QALD2_tr-57,List all the episodes from the first season of the HBO television series The Sopranos,0.374,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,0.3733,QALD2_tr-57,We ve listed all the episodes of the first season of HBO s Sopranos,0.3323,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,0.3733,QALD2_tr-57,List all episodes from the first season of the HBO television series The Sopranos,0.374,QALD2_tr-57,A list of all episodes of the first season of the HBO television series The Sopranos,0.3733
QALD2_tr-58,Who produced the most films?,0.0006,QALD2_tr-58,Who makes the most movies,0.001,QALD2_tr-58,Who made the most movies,0.0016,QALD2_tr-58,Who produced the most movies,0.002,QALD2_tr-58,Who made most of the movies,0.0016,QALD2_tr-58,Who produced the most movies,0.002,QALD2_tr-58,Who produced most of the movies,0.002,QALD2_tr-58,Who made the most movies,0.0016,QALD2_tr-58,Who makes the most movies,0.001,QALD2_tr-58,Who made the most films,0.0002,QALD2_tr-58,Who made the most movies,0.0016
QALD2_tr-59,Give me all people with first name Jimmy.,0.0002,QALD2_tr-59,Ask all people with the last name Jimmy,0.0008,QALD2_tr-59,Call anyone with a name like Jamie,0.0,QALD2_tr-59,Give me all the people who have the name Jimmy,0.0001,QALD2_tr-59,Tell everyone the first name is Jimmy,0.0002,QALD2_tr-59,Give me all the names Jimmy,0.0001,QALD2_tr-59,Give me all the people with the first name Jimmy,0.0002,QALD2_tr-59,Give me all the people named Jimmy,0.0003,QALD2_tr-59,Tell me everyone s first name is Jimmy,0.0004,QALD2_tr-59,Tell anyone who has the name Jimmy,0.0002,QALD2_tr-59,Give me all the people with the first name Jimmy,0.0002
QALD2_tr-61,Which mountains are higher than the Nanga Parbat?,0.0738,QALD2_tr-61,Which mountain is higher than South Gabah,0.0007,QALD2_tr-61,What mountain is higher than Garbalt,0.0,QALD2_tr-61,What mountains are higher than the Naga Barbat,0.0,QALD2_tr-61,What mountains are higher than the Naga Parbat,0.0576,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0587,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0587,QALD2_tr-61,What mountains are higher than Nghi Parbat,0.0587,QALD2_tr-61,Which mountain is higher than Nanga Parbat,0.0738,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0587,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0587
QALD2_tr-62,Who created Wikipedia?,0.0185,QALD2_tr-62,Who founded Wikipedia,0.0432,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185,QALD2_tr-62,Who created Wikipedia,0.0185
QALD2_tr-63,Give me all actors starring in Batman Begins.,0.058,QALD2_tr-63,Let me see the actors who started Batman,0.0002,QALD2_tr-63,Give me all the actors in the Batman premiere,0.0048,QALD2_tr-63,Give me all the actors who are outstanding in Batman Begins,0.0502,QALD2_tr-63,Give me all the actors in Batman Begins,0.0733,QALD2_tr-63,Give me all the actors who play in Batman Begins,0.0874,QALD2_tr-63,Give me all the actors in Batman Begins,0.0733,QALD2_tr-63,Give me all the actors who play Batman Begins,0.0874,QALD2_tr-63,Give me all the actors who starred in Batman Begins,0.0568,QALD2_tr-63,Give me all the actors that Batman starts with,0.0034,QALD2_tr-63,Give me all the characters from Batman Begins,0.0269
QALD2_tr-64,Which software has been developed by organizations founded in California?,0.0141,QALD2_tr-64,What software did a California based organization invent,0.0025,QALD2_tr-64,What kind of software did organizations founded in California develop,0.0031,QALD2_tr-64,What program was developed by organizations established in California,0.0,QALD2_tr-64,What software have organizations based in California developed,0.0058,QALD2_tr-64,What software was developed by organizations based in California,0.0094,QALD2_tr-64,What software was developed by organizations that were founded in California,0.0054,QALD2_tr-64,What software have organizations based in California developed,0.0058,QALD2_tr-64,What software have organizations established in California developed,0.0041,QALD2_tr-64,What software have companies based in California developed,0.0058,QALD2_tr-64,What program has been developed by California based organizations,0.0002
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology?,0.2406,QALD2_tr-65,Who are the companies in the aerospace and nuclear reactors,0.2212,QALD2_tr-65,What companies are working in the aerospace industry and nuclear reactor technology,0.2258,QALD2_tr-65,Which companies are in the aerospace industry and also in nuclear reactor technology,0.1961,QALD2_tr-65,Which companies are working in the aerospace industry and also in nuclear reactor technology,0.1944,QALD2_tr-65,What companies are working in the aerospace industry and on nuclear reactor technology,0.2258,QALD2_tr-65,What companies are involved in the aerospace industry and nuclear reactor engineering,0.1991,QALD2_tr-65,What companies are in the aerospace industry and nuclear reactors,0.2687,QALD2_tr-65,Which companies are in the aerospace industry and nuclear reactor technology,0.2243,QALD2_tr-65,Which companies operate in the aviation and space sector,0.0012,QALD2_tr-65,Which companies are active in the aerospace industry and in nuclear hydropower technology,0.0363
