qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology?,1.0,QALD2_tr-65,Who are the companies in the aerospace and nuclear reactors,1.0,QALD2_tr-65,What companies are working in the aerospace industry and nuclear reactor technology,1.0,QALD2_tr-65,Which companies are in the aerospace industry and also in nuclear reactor technology,1.0,QALD2_tr-65,Which companies are working in the aerospace industry and also in nuclear reactor technology,1.0,QALD2_tr-65,What companies are working in the aerospace industry and on nuclear reactor technology,1.0,QALD2_tr-65,What companies are involved in the aerospace industry and nuclear reactor engineering,1.0,QALD2_tr-65,What companies are in the aerospace industry and nuclear reactors,1.0,QALD2_tr-65,Which companies are in the aerospace industry and nuclear reactor technology,1.0,QALD2_tr-65,Which companies operate in the aviation and space sector,0.0054,QALD2_tr-65,Which companies are active in the aerospace industry and in nuclear hydropower technology,0.1111
QALD2_tr-68,Which actors were born in Germany?,1.0,QALD2_tr-68,Which actor was born in Germany,0.5,QALD2_tr-68,Who are the German born actors,1.0,QALD2_tr-68,Which of my actors were born in Germany,0.1111,QALD2_tr-68,Which actors were born in Germany,1.0,QALD2_tr-68,Which actors were born in Germany,1.0,QALD2_tr-68,What actors were born in Germany,1.0,QALD2_tr-68,What actors were born in Germany,1.0,QALD2_tr-68,Which actress was born in Germany,0.0385,QALD2_tr-68,What actors were born in Germany,1.0,QALD2_tr-68,Which actors were born in Germany,1.0
QALD2_tr-69,Which caves have more than 3 entrances?,0.25,QALD2_tr-69,Which cave has more than three entrances,0.1,QALD2_tr-69,Which cave has three more entrances,0.0714,QALD2_tr-69,Which cave has more than three entrances,0.1,QALD2_tr-69,Which caves have more than three entrances,0.25,QALD2_tr-69,What caves have more than three entrances,0.125,QALD2_tr-69,What caves have more than three entrances,0.125,QALD2_tr-69,Which caves have more than three entrances,0.25,QALD2_tr-69,Which cave has more than three entrances,0.1,QALD2_tr-69,Which caves have more than   entrances,0.25,QALD2_tr-69,What cave has more than three entrances,0.0667
QALD2_tr-70,Give me all films produced by Hal Roach.,1.0,QALD2_tr-70,Give me all the films that Hal Roach made,1.0,QALD2_tr-70,Give me all the Hal Roach movies,1.0,QALD2_tr-70,Give me all the movies Hal Roach made,1.0,QALD2_tr-70,Give me all the movies Hal Roach made,1.0,QALD2_tr-70,Give me all the movies Hal Roach made,1.0,QALD2_tr-70,Give me all the Hal Roach movies,1.0,QALD2_tr-70,Give me all the movies Hal Roach made,1.0,QALD2_tr-70,Give me all the movies Hal Roach made,1.0,QALD2_tr-70,Give me all the pictures that Hal Roach made,0.5,QALD2_tr-70,Give me all the movies Hal Roach produced,1.0
QALD2_tr-71,Give me all video games published by Mean Hamster Software.,1.0,QALD2_tr-71,Give me all the games that Mean Hamster has published,1.0,QALD2_tr-71,Give me all the video games that have been released by the Mainhamster Software,0.0,QALD2_tr-71,Give me all the video games that My Hamster Saffron has published,0.1,QALD2_tr-71,Give me all the video games published by My Hamster Software,0.0769,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,1.0,QALD2_tr-71,Give me all the video games that were released by Mean Hamster Software,1.0,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,1.0,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,1.0,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,1.0,QALD2_tr-71,Give me all the video games published by the Lip Hamster Program,0.125
QALD2_tr-72,Which languages are spoken in Estonia?,1.0,QALD2_tr-72,What languages do Estonians speak,0.2,QALD2_tr-72,What languages are spoken in Estonia,1.0,QALD2_tr-72,What languages are spoken in Estonia,1.0,QALD2_tr-72,What languages are spoken in Estonia,1.0,QALD2_tr-72,What languages are spoken in Estonia,1.0,QALD2_tr-72,What languages are spoken in Estonia,1.0,QALD2_tr-72,What languages are spoken in Estonia,1.0,QALD2_tr-72,What language is spoken in Estonia,1.0,QALD2_tr-72,What languages are spoken in Estonia,1.0,QALD2_tr-72,What languages are spoken in Estonia,1.0
QALD2_tr-73,Who owns Aldi?,1.0,QALD2_tr-73,Who owns Aldi,1.0,QALD2_tr-73,Who owns Aldi,1.0,QALD2_tr-73,Who owns Aldi,1.0,QALD2_tr-73,Who is Aldi Malki,0.0769,QALD2_tr-73,Who owns Aldi,1.0,QALD2_tr-73,Who owns Aldi,1.0,QALD2_tr-73,Who owns Aldi,1.0,QALD2_tr-73,Who owns Aldi,1.0,QALD2_tr-73,Who owns the Old,0.0,QALD2_tr-73,Whose is Aldi,0.25
QALD2_tr-74,Which capitals in Europe were host cities of the summer olympic games?,0.3333,QALD2_tr-74,Which European capital hosts the Summer Olympics,0.25,QALD2_tr-74,What European capital was the host city for the Summer Olympics,0.2,QALD2_tr-74,Which European capitals hosted the Summer Olympics,0.25,QALD2_tr-74,Which European capitals hosted the Summer Olympics,0.25,QALD2_tr-74,What European capitals hosted the Summer Olympics,0.25,QALD2_tr-74,What European capitals hosted the Summer Olympics,0.25,QALD2_tr-74,In which European capitals were the Summer Olympics held,0.1111,QALD2_tr-74,Which European capital is hosting the Summer Olympics,0.25,QALD2_tr-74,What European capitals hosted the Summer Olympics,0.25,QALD2_tr-74,Which European cities hosted the Summer Olympics,0.5
QALD2_tr-75,Who has been the 5th president of the United States of America?,0.5,QALD2_tr-75,Who was the fifth president of the United States,1.0,QALD2_tr-75,Who became the fifth president of the United States,0.5,QALD2_tr-75,Who was the fifth president of the United States of America,1.0,QALD2_tr-75,Who was the fifth president of the United States,1.0,QALD2_tr-75,Who was the fifth president of the United States of America,1.0,QALD2_tr-75,Who was the fifth president of the United States of America,1.0,QALD2_tr-75,Who was the fifth president of the United States of America,1.0,QALD2_tr-75,Who became the fifth president of the United States,0.5,QALD2_tr-75,Who was the fifth president of the United States,1.0,QALD2_tr-75,Who became the fifth president of the United States,0.5
QALD2_tr-77,Which music albums contain the song Last Christmas?,0.2,QALD2_tr-77,Which album had a Christmas song last year,0.0909,QALD2_tr-77,Which record contains a Christmas song from last year,0.1429,QALD2_tr-77,Which albums have the song last Christmas,0.1111,QALD2_tr-77,Which albums have the song  The Past Past,0.0,QALD2_tr-77,What music albums contain the song  Last Christmas,0.1667,QALD2_tr-77,What musical albums contain the song Last Christmas,0.1667,QALD2_tr-77,What music albums contain the song  Last Christmas,0.1667,QALD2_tr-77,Which music album contains the song Last Christmas,0.2,QALD2_tr-77,What is the last Christmas song on the music albums,0.3333,QALD2_tr-77,What music albums have the song Last Christmas,0.2
QALD2_tr-78,Give me all books written by Danielle Steel.,0.1429,QALD2_tr-78,Give me all the books by Danielle Steel,0.5,QALD2_tr-78,Give me all the books Daniel Steele has,1.0,QALD2_tr-78,Give me all the books Daniel Steele wrote,0.25,QALD2_tr-78,Give me all the books written by Daniel Steele,0.1429,QALD2_tr-78,Give me all the books Danielle Steel wrote,0.25,QALD2_tr-78,Give me all the books by Danielle Steel,0.5,QALD2_tr-78,Give me all the books Daniel Steele wrote,0.25,QALD2_tr-78,Give me all the books Danielle Steel wrote,0.25,QALD2_tr-78,Give me all the books that Daniel Steel wrote,0.25,QALD2_tr-78,Give me all the books by Danielle Steel,0.5
QALD2_tr-79,"Which airports are located in California, USA?",1.0,QALD2_tr-79,What airports are there in California,1.0,QALD2_tr-79,Where is the airport in California  USA,1.0,QALD2_tr-79,Which airports are in California  USA,1.0,QALD2_tr-79,Which airports are located in California  USA,1.0,QALD2_tr-79,What airports are in California  USA,0.5,QALD2_tr-79,What airports are in California  USA,0.5,QALD2_tr-79,What airports are located in California  USA,1.0,QALD2_tr-79,Which airport is located in California  United States,0.5,QALD2_tr-79,What airports are in California  U S A,0.0909,QALD2_tr-79,What airport is in California  U S A,0.0909
QALD2_tr-80,Give me all Canadian Grunge record labels.,0.05,QALD2_tr-80,Give me all the Canadian Grunge record labels,0.05,QALD2_tr-80,Listen to all the Grands of Canada,0.0,QALD2_tr-80,Give me all the Canadian Grange,0.0,QALD2_tr-80,Give me all the Canadian Grunge record labels,0.05,QALD2_tr-80,Give me all the Canadian Grunge records,0.0046,QALD2_tr-80,Give me all the Canadian Grunge labels,0.0156,QALD2_tr-80,Give me all the Canadian Grunge labels,0.0156,QALD2_tr-80,Give me all the Canadian Grunge record labels,0.05,QALD2_tr-80,Give me all the Canadian crunch records labels,0.0,QALD2_tr-80,Give me every Canadian Grunge recording band,0.0152
QALD2_tr-81,Which country has the most official languages?,0.3333,QALD2_tr-81,Which country has the most official languages,0.3333,QALD2_tr-81,Which country has the most commonly spoken languages,0.1667,QALD2_tr-81,Which country uses the most official languages,0.1667,QALD2_tr-81,Which country has the most official languages,0.3333,QALD2_tr-81,Which country has the most official languages,0.3333,QALD2_tr-81,Which country has the most official languages,0.3333,QALD2_tr-81,Which country has the largest number of official languages,0.1429,QALD2_tr-81,Which country has the most official languages,0.3333,QALD2_tr-81,What countries have the most official languages,0.1111,QALD2_tr-81,What country has the most official languages,0.1667
QALD2_tr-82,In which programming language is GIMP written?,0.1,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,In what programming language does GIMP write,0.0667,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,What programming language is GIMP written in,0.1111,QALD2_tr-82,What programming language is written GIMP,0.1111
QALD2_tr-83,Who produced films starring Natalie Portman?,1.0,QALD2_tr-83,Who made the film starring Natalie Portman,1.0,QALD2_tr-83,Who made the movie starring Natalie Portman,1.0,QALD2_tr-83,Who produced the films starring Natalie Portman,1.0,QALD2_tr-83,Who made the movies with Natalie Portman,1.0,QALD2_tr-83,Who made movies with Natalie Portman,1.0,QALD2_tr-83,Who made movies with Natalie Portman,1.0,QALD2_tr-83,Who made the Natalie Portman movies,1.0,QALD2_tr-83,Who made the movie starring Natalie Portman,1.0,QALD2_tr-83,Who made the films starring Natalie Portman,1.0,QALD2_tr-83,Who produced the films starring Natalie Portman,1.0
QALD2_tr-84,Give me all movies with Tom Cruise.,0.3333,QALD2_tr-84,Give me all the movies with McRae,0.0,QALD2_tr-84,Give me all the Tom Cruise movies,0.3333,QALD2_tr-84,Give me all the movies with Tom Cruise,0.3333,QALD2_tr-84,Give me all the Tom Cruise movies,0.3333,QALD2_tr-84,Give me all the Tom Cruise movies,0.3333,QALD2_tr-84,Give me all the Tom Cruise movies,0.3333,QALD2_tr-84,Give me all the Tom Cruise movies,0.3333,QALD2_tr-84,Give me all the Tom Cruise movies,0.3333,QALD2_tr-84,Give me all the Tom Cruise pictures,1.0,QALD2_tr-84,Give me all the movies with Tom Cruise,0.3333
QALD2_tr-85,In which films did Julia Roberts as well as Richard Gere play?,1.0,QALD2_tr-85,What movies did Julia Roberts and Richard Kearney play,0.1667,QALD2_tr-85,What movies did Leah Roberts and Richard Gere star in,0.1667,QALD2_tr-85,In which movies did Julia Roberts and Richard Gere play,1.0,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,1.0,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,1.0,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,1.0,QALD2_tr-85,What movies did Julia Roberts and Richard Gere star in,1.0,QALD2_tr-85,What movie did Julia Roberts and Richard Gere play,1.0,QALD2_tr-85,What films did Julia Roberts and Richard Gere star in,1.0,QALD2_tr-85,In what film did Julia Roberts and Richard Gere star,1.0
QALD2_tr-86,Give me all female German chancellors.,1.0,QALD2_tr-86,To all the female German prime ministers,0.0417,QALD2_tr-86,Give me the German female prime minister,0.0065,QALD2_tr-86,Give me all the German counselors,0.0,QALD2_tr-86,Give me all the women of the Chancellor of Germany,0.1429,QALD2_tr-86,Give me all the German women chancellors,0.2,QALD2_tr-86,Give me all the female chancellors,0.0091,QALD2_tr-86,Give me all the women chancellors of Germany,0.1429,QALD2_tr-86,Give me all the women German chancellor,0.2,QALD2_tr-86,Give me all the girl German presidents,0.0,QALD2_tr-86,Give me all the German women a shashtra,0.0
QALD2_tr-87,Who wrote the book The pillars of the Earth?,1.0,QALD2_tr-87,Who wrote  The Pillars of the Earth,0.5,QALD2_tr-87,Who built the pillars of the earth,1.0,QALD2_tr-87,Who wrote the book  The Mayor of the Earth,0.0012,QALD2_tr-87,Who wrote the Pillars of the Earth,0.5,QALD2_tr-87,Who wrote the book The Pillars of the Earth,1.0,QALD2_tr-87,Who wrote the book  The Pillars of the Earth,1.0,QALD2_tr-87,Who wrote the book  The Pillars of the Earth,1.0,QALD2_tr-87,Who wrote The Pillars of the Earth,0.5,QALD2_tr-87,Who wrote the book The Pillars of the Earth,1.0,QALD2_tr-87,Who wrote The Pillars of the Earth,0.5
QALD2_tr-89,Give me all soccer clubs in the Premier League.,0.0476,QALD2_tr-89,Let me see all the football clubs in the Premier League,0.0833,QALD2_tr-89,Give me every football club in the Premier League,0.125,QALD2_tr-89,Give me every major league football club,0.0,QALD2_tr-89,Give me all the football clubs in the big leagues,0.0034,QALD2_tr-89,Give me all the football clubs in the Premier League,0.1429,QALD2_tr-89,Give me all the football clubs in the Premier League,0.1429,QALD2_tr-89,Give me all the football clubs in the Premier League,0.1429,QALD2_tr-89,Give me all the football clubs in the Premier League,0.1429,QALD2_tr-89,Give me all the football clubs in the Premier League,0.1429,QALD2_tr-89,Give me every football club in the Major Leagues,0.0
QALD2_tr-91,Which organizations were founded in 1950?,1.0,QALD2_tr-91,What organization was established in,0.0013,QALD2_tr-91,What Organization Was Founded in,0.0017,QALD2_tr-91,What organizations were founded in,0.004,QALD2_tr-91,What organizations were established in,0.003,QALD2_tr-91,What organizations were founded in,0.004,QALD2_tr-91,What organizations were founded in,0.004,QALD2_tr-91,What organizations were founded in,0.004,QALD2_tr-91,Which organization was founded in,0.0244,QALD2_tr-91,What organizations were established in,0.003,QALD2_tr-91,What organizations were formed in,0.0
QALD2_tr-92,What is the highest mountain?,1.0,QALD2_tr-92,What is the highest mountain,1.0,QALD2_tr-92,What is the highest mountain,1.0,QALD2_tr-92,What s the highest mountain,0.0909,QALD2_tr-92,What is the tallest mountain,0.2,QALD2_tr-92,What is the highest mountain,1.0,QALD2_tr-92,What s the highest mountain,0.0909,QALD2_tr-92,What s the highest mountain,0.0909,QALD2_tr-92,What s the highest mountain,0.0909,QALD2_tr-92,What is the highest mountain,1.0,QALD2_tr-92,What is the tallest mountain,0.2
